source,destination,datetime,duration
cMvEW1y.DLUsMgtP951/f.,OaP8xmaRcf2FSa8RCTRrWE,2012-03-26 18:26:33,13
cMvEW1y.DLUsMgtP951/f.,OaP8xmaRcf2FSa8RCTRrWE,2012-03-26 18:26:12,13
cMvEW1y.DLUsMgtP951/f.,GV2LwBbGGeYGLSbFqNCChg,2012-03-26 17:59:07,13
cMvEW1y.DLUsMgtP951/f.,xLmC.QX2BMY6DnB6rm9Bbo,2012-03-26 09:34:41,14
cMvEW1y.DLUsMgtP951/f.,BQF40oANhSou761Y1a4N1M,2012-03-26 09:14:01,14
cMvEW1y.DLUsMgtP951/f.,.zx85GcvDBYPn/78oSCWcs,2012-03-26 09:08:06,16
cMvEW1y.DLUsMgtP951/f.,tQ.krcV/MSYGDDAo6LVtvE,2012-03-26 08:38:35,50
cMvEW1y.DLUsMgtP951/f.,r7GQTaaZWfk0qqESjpr7L.,2012-03-26 08:30:08,12
cMvEW1y.DLUsMgtP951/f.,qi7/9/X3Jc6iaGkfiW.8SY,2012-03-26 07:06:04,13
cMvEW1y.DLUsMgtP951/f.,qi7/9/X3Jc6iaGkfiW.8SY,2012-03-26 06:57:26,16
cMvEW1y.DLUsMgtP951/f.,qi7/9/X3Jc6iaGkfiW.8SY,2012-03-26 06:56:54,17
cMvEW1y.DLUsMgtP951/f.,gA5DaxPhhJ60ifjk1JkhDA,2012-03-26 05:55:27,22
cMvEW1y.DLUsMgtP951/f.,GT4PqSYHf3AtdCOTKlLXLQ,2012-03-26 19:16:16,84
cMvEW1y.DLUsMgtP951/f.,GPPHsG75QHkJgUJ.PXs.uM,2012-03-26 18:32:32,145
cMvEW1y.DLUsMgtP951/f.,Un68FO0fxx6fL5AVPapCZQ,2012-03-26 17:31:46,35
cMvEW1y.DLUsMgtP951/f.,5pqXvwzqTR2kf6lto94iQI,2012-03-26 16:52:57,18
cMvEW1y.DLUsMgtP951/f.,9QQw//F/CeY4VWCQ6k9lzw,2012-03-26 12:23:09,21
cMvEW1y.DLUsMgtP951/f.,deE3fSnIV5YorP6JcveoRE,2012-03-26 06:35:18,120
cMvEW1y.DLUsMgtP951/f.,RrWQ7nGJBrATl6mLFwiazE,2012-03-26 00:09:17,55
cMvEW1y.DLUsMgtP951/f.,WjX14aOdMgICbyILEqY/tQ,2012-03-26 20:48:28,38
cMvEW1y.DLUsMgtP951/f.,eW6LoWjKLV.zF/cIOH8ltM,2012-03-26 20:47:07,42
cMvEW1y.DLUsMgtP951/f.,lHc64REbF1o2T4wmec9uE2,2012-03-26 20:28:00,11
cMvEW1y.DLUsMgtP951/f.,wWRRZURaMEgC.HEKaBUT6k,2012-03-26 20:15:31,25
cMvEW1y.DLUsMgtP951/f.,AbIMzUvma2sDobseJIvVtE,2012-03-26 18:24:49,12
cMvEW1y.DLUsMgtP951/f.,bAQecUNb0wUssJinr/EZnM,2012-03-26 17:40:36,11
cMvEW1y.DLUsMgtP951/f.,vJ1VPQKk.UsvkUzs6JnSxE,2012-03-26 17:03:44,52
cMvEW1y.DLUsMgtP951/f.,jNIf2yQLVbsu30K6X0HeRM,2012-03-26 16:23:19,13
cMvEW1y.DLUsMgtP951/f.,qAGkNVj3YFUnNtmAPtl6rw,2012-03-26 14:59:16,96
cMvEW1y.DLUsMgtP951/f.,dr7.Dd2GBCUuGlROh.BJg6,2012-03-26 14:26:01,13
cMvEW1y.DLUsMgtP951/f.,wYLlkYobZrUIpiQk0egVlY,2012-03-26 13:15:33,0
cMvEW1y.DLUsMgtP951/f.,xdzwqxVaRgcJHvexVJZtwo,2012-03-26 13:09:29,51
cMvEW1y.DLUsMgtP951/f.,..7cyMMPqV.bMVjsN7Rcns,2012-03-26 13:00:50,20
cMvEW1y.DLUsMgtP951/f.,jV2pDj.oJuMbFsX4lhQzlM,2012-03-26 10:53:48,29
cMvEW1y.DLUsMgtP951/f.,EpzcBneBzyYvcMu72i7quE,2012-03-26 10:41:35,13
cMvEW1y.DLUsMgtP951/f.,PRRWo/sqQXkk70MIu0UXXg,2012-03-26 07:50:18,11
cMvEW1y.DLUsMgtP951/f.,AbIMzUvma2sDobseJIvVtE,2012-03-26 07:47:01,12
cMvEW1y.DLUsMgtP951/f.,XEZrkJyskvcr0pmzQktNAo,2012-03-26 07:27:27,41
cMvEW1y.DLUsMgtP951/f.,jNIf2yQLVbsu30K6X0HeRM,2012-03-26 07:16:04,12
cMvEW1y.DLUsMgtP951/f.,pSLP5DYWbUUFQumwIgd1qQ,2012-03-26 06:42:36,44
cMvEW1y.DLUsMgtP951/f.,EjNPxGgRPdEri194LYclGk,2012-03-26 06:32:33,11
cMvEW1y.DLUsMgtP951/f.,M7iaMQshE1QTuzg5naPiCE,2012-03-26 18:27:19,19
cMvEW1y.DLUsMgtP951/f.,X8hEFDGOUvAq6FZhYneQKc,2012-03-26 17:11:00,11
cMvEW1y.DLUsMgtP951/f.,98mqg2LZJ8owbSovDIgfZc,2012-03-26 16:48:15,10
cMvEW1y.DLUsMgtP951/f.,8hPTyFD6Q1.6iOC9Q.NpVM,2012-03-26 12:29:20,18
cMvEW1y.DLUsMgtP951/f.,cic1belYcc657adZmbVcUo,2012-03-26 12:22:15,31
cMvEW1y.DLUsMgtP951/f.,fttTjN.4RLogMcO75n3PR6,2012-03-26 12:00:51,24
cMvEW1y.DLUsMgtP951/f.,lKSXFGyRbCsKcwBEHvOvNg,2012-03-26 11:08:12,31
cMvEW1y.DLUsMgtP951/f.,fLKTDlYQ9BYNDxB5oHOn1M,2012-03-26 09:08:27,89
cMvEW1y.DLUsMgtP951/f.,cxgMcfKPkccUXeJeGOhT.A,2012-03-26 09:04:48,23
cMvEW1y.DLUsMgtP951/f.,joKmgatb9YIp1N82NxmnBM,2012-03-26 08:35:40,15
cMvEW1y.DLUsMgtP951/f.,rDP.r8A3Ddozo6Pxuef6EE,2012-03-26 08:33:30,53
cMvEW1y.DLUsMgtP951/f.,joKmgatb9YIp1N82NxmnBM,2012-03-26 08:32:34,14
cMvEW1y.DLUsMgtP951/f.,stGuhpoRFjk/O9Zo95yMUw,2012-03-26 00:00:41,35
cMvEW1y.DLUsMgtP951/f.,oNwdYWcOq6gMUGamgbARpc,2012-03-26 19:11:40,25
cMvEW1y.DLUsMgtP951/f.,DCguUgstrVY1ZJsuSIYYYw,2012-03-26 20:41:26,13
cMvEW1y.DLUsMgtP951/f.,eJOoNzTGtJQE8FPnsVPDKs,2012-03-26 19:14:42,44
cMvEW1y.DLUsMgtP951/f.,F1M9nLqvBDUEqUXcRFzYyE,2012-03-26 18:49:21,13
cMvEW1y.DLUsMgtP951/f.,6VTBB/UD8VUM3VrVZ/j/sU,2012-03-26 18:39:44,107
cMvEW1y.DLUsMgtP951/f.,gEkjxOBbY/s0CMTAHolBc6,2012-03-26 18:40:29,55
cMvEW1y.DLUsMgtP951/f.,X8hEFDGOUvAq6FZhYneQKc,2012-03-26 17:11:27,69
cMvEW1y.DLUsMgtP951/f.,Y2q5.bxrlhMAuF0f/GzLjM,2012-03-26 17:06:28,24
cMvEW1y.DLUsMgtP951/f.,zNnacerhmbc945yJ9eNoQc,2012-03-26 15:48:52,11
cMvEW1y.DLUsMgtP951/f.,/F0TDl.4Lc67rx7EtNqnQY,2012-03-26 15:06:50,14
cMvEW1y.DLUsMgtP951/f.,Xwvo4BiFyEYM685KHiJmL.,2012-03-26 14:08:36,29
cMvEW1y.DLUsMgtP951/f.,wD.Xutq2ZnILL1hnmzl70Y,2012-03-26 13:10:46,12
cMvEW1y.DLUsMgtP951/f.,Fz13hXFlWLEpRkjCltaBRg,2012-03-26 08:31:12,12
cMvEW1y.DLUsMgtP951/f.,NFgFngbPRYIswH35CnNPlE,2012-03-26 08:21:44,150
cMvEW1y.DLUsMgtP951/f.,wthHXRAbaRkNYxknRklRWo,2012-03-26 07:55:25,12
cMvEW1y.DLUsMgtP951/f.,yvP2KMsZeB2ngRb3a7xaKc,2012-03-26 07:31:02,18
cMvEW1y.DLUsMgtP951/f.,gvWAWrH/HIoN059FgZo8hQ,2012-03-26 07:14:52,11
cMvEW1y.DLUsMgtP951/f.,2P95kvi8KE6GCfk806yx6Q,2012-03-26 22:23:20,15
cMvEW1y.DLUsMgtP951/f.,l7r.Bzw47zUp2iSyqU6/cw,2012-03-26 21:15:43,58
cMvEW1y.DLUsMgtP951/f.,6rZhBBrgYbwYGdAA3xZLEM,2012-03-26 20:11:54,20
cMvEW1y.DLUsMgtP951/f.,g0VQg2S5XA.WeKumizME7c,2012-03-26 20:07:10,22
cMvEW1y.DLUsMgtP951/f.,4nEGIcwJUuUruM3EredCzM,2012-03-26 13:56:32,16
cMvEW1y.DLUsMgtP951/f.,hHjUdSA7I4.JxmBogjvjEM,2012-03-26 08:53:37,115
cMvEW1y.DLUsMgtP951/f.,hHjUdSA7I4.JxmBogjvjEM,2012-03-26 08:49:54,120
cMvEW1y.DLUsMgtP951/f.,oYb/DCMtwicyYe5J7U784k,2012-03-26 08:46:43,12
cMvEW1y.DLUsMgtP951/f.,/68IzYVJTy6osfVh8wE5Uo,2012-03-26 08:25:40,12
cMvEW1y.DLUsMgtP951/f.,NFgFngbPRYIswH35CnNPlE,2012-03-26 08:13:28,50
cMvEW1y.DLUsMgtP951/f.,eJOoNzTGtJQE8FPnsVPDKs,2012-03-26 19:08:36,24
cMvEW1y.DLUsMgtP951/f.,jNIf2yQLVbsu30K6X0HeRM,2012-03-26 16:30:57,13
cMvEW1y.DLUsMgtP951/f.,gDrtqJlYH1c00xQyKa1Kxo,2012-03-26 13:32:33,101
cMvEW1y.DLUsMgtP951/f.,JFHMyvDo3xsiKgG.5N9aKg,2012-03-26 11:53:55,100
cMvEW1y.DLUsMgtP951/f.,PdJUxiXn/jgXmiYq1c7DhE,2012-03-26 11:51:36,22
cMvEW1y.DLUsMgtP951/f.,PdJUxiXn/jgXmiYq1c7DhE,2012-03-26 11:49:52,22
cMvEW1y.DLUsMgtP951/f.,NFgFngbPRYIswH35CnNPlE,2012-03-26 08:18:56,111
cMvEW1y.DLUsMgtP951/f.,NFgFngbPRYIswH35CnNPlE,2012-03-26 08:17:06,74
cMvEW1y.DLUsMgtP951/f.,NFgFngbPRYIswH35CnNPlE,2012-03-26 08:15:02,101
cMvEW1y.DLUsMgtP951/f.,XhsAqc3DqAQ5JheQsHx6TM,2012-03-26 08:15:03,26
cMvEW1y.DLUsMgtP951/f.,3RUv5zX746cBSwpKapWPto,2012-03-26 08:01:05,80
cMvEW1y.DLUsMgtP951/f.,BGaH/jI6C4EXpzllA9nmic,2012-03-26 18:53:15,12
cMvEW1y.DLUsMgtP951/f.,Y.CMHRe42fs2qB4sI8gh6Q,2012-03-26 17:22:09,24
cMvEW1y.DLUsMgtP951/f.,1g3mndARizIIv1Juv9PAQw,2012-03-26 13:33:18,93
cMvEW1y.DLUsMgtP951/f.,fNruHwbmGfMWR7qEv9nryo,2012-03-26 07:28:08,115
cMvEW1y.DLUsMgtP951/f.,hZKiIU3dlzoHA6XS.oEc7E,2012-03-26 22:47:06,13
cMvEW1y.DLUsMgtP951/f.,eJOoNzTGtJQE8FPnsVPDKs,2012-03-26 19:15:39,1
cMvEW1y.DLUsMgtP951/f.,MfJ3tAeyqgMk6IlotKYstw,2012-03-26 18:24:55,10
cMvEW1y.DLUsMgtP951/f.,Y.CMHRe42fs2qB4sI8gh6Q,2012-03-26 17:22:42,93
cMvEW1y.DLUsMgtP951/f.,NaVPnrTG2GAqM32KdvJvtk,2012-03-26 17:15:33,0
cMvEW1y.DLUsMgtP951/f.,HFVjLxUmw0.AUpvWacJd.k,2012-03-26 10:19:46,11
cMvEW1y.DLUsMgtP951/f.,qKQYskTZjEUufrWeZpzB5w,2012-03-26 07:03:42,10
cMvEW1y.DLUsMgtP951/f.,NSTHqlfKLmMWcmZP7Ak1i2,2012-03-26 22:53:58,12
cMvEW1y.DLUsMgtP951/f.,LZeiJmdxxZMCTd1ERmyW8w,2012-03-26 22:46:20,28
cMvEW1y.DLUsMgtP951/f.,jU3C3k1sVIEh29kK2b.5zs,2012-03-26 20:06:11,15
cMvEW1y.DLUsMgtP951/f.,bPSU92sGvw.G.8mq5E3ocA,2012-03-26 18:34:51,16
cMvEW1y.DLUsMgtP951/f.,524oh1eKtCAbN7w5BHqgys,2012-03-26 18:09:42,13
cMvEW1y.DLUsMgtP951/f.,524oh1eKtCAbN7w5BHqgys,2012-03-26 18:07:10,78
cMvEW1y.DLUsMgtP951/f.,ymtLtxti.nsQMzUEf7WUzs,2012-03-26 17:26:57,12
cMvEW1y.DLUsMgtP951/f.,ZsRIc8n3lI6DO6qf5LT86U,2012-03-26 16:25:58,96
cMvEW1y.DLUsMgtP951/f.,yKOO8mFvq5ApbTWzsGDddc,2012-03-26 14:57:30,12
cMvEW1y.DLUsMgtP951/f.,Gyr4K364/fYscFfgRgWUhg,2012-03-26 11:04:57,12
cMvEW1y.DLUsMgtP951/f.,AHDKklpRHwkw0PxDMLRlBo,2012-03-26 08:12:51,17
cMvEW1y.DLUsMgtP951/f.,AHDKklpRHwkw0PxDMLRlBo,2012-03-26 08:09:35,107
cMvEW1y.DLUsMgtP951/f.,SeCFnac.IOgql2hU6i6mP6,2012-03-26 07:50:06,13
cMvEW1y.DLUsMgtP951/f.,ceic72kbM3sx2ge0dYCLR2,2012-03-26 22:00:53,13
cMvEW1y.DLUsMgtP951/f.,bh9CreSR5.Mvr3v52Hj.nY,2012-03-26 21:03:11,12
cMvEW1y.DLUsMgtP951/f.,aljuvSMj3ZcBksJ0qOSeUY,2012-03-26 18:10:59,47
cMvEW1y.DLUsMgtP951/f.,BscvlcFC2D6cF1slale8L2,2012-03-26 17:18:44,39
cMvEW1y.DLUsMgtP951/f.,e6xKyBCmMpop73MjnduToc,2012-03-26 14:52:55,12
cMvEW1y.DLUsMgtP951/f.,e6xKyBCmMpop73MjnduToc,2012-03-26 14:49:52,108
cMvEW1y.DLUsMgtP951/f.,XqVFB.t1qbMR8JTFaj/wLo,2012-03-26 11:05:43,18
cMvEW1y.DLUsMgtP951/f.,nw1j4uNqEpoSjDBsfiGJZs,2012-03-26 10:24:49,12
cMvEW1y.DLUsMgtP951/f.,J6ZVL.kmOIM0aqnI8LW0h2,2012-03-26 09:24:45,15
cMvEW1y.DLUsMgtP951/f.,J6ZVL.kmOIM0aqnI8LW0h2,2012-03-26 09:24:24,14
cMvEW1y.DLUsMgtP951/f.,EyijY/TJ8vw/4KfyZmwhmA,2012-03-26 19:59:26,88
cMvEW1y.DLUsMgtP951/f.,6cndlRm5yPEnnHyYDuQc/k,2012-03-26 19:26:34,15
cMvEW1y.DLUsMgtP951/f.,bPSU92sGvw.G.8mq5E3ocA,2012-03-26 18:35:40,11
cMvEW1y.DLUsMgtP951/f.,ilZ.KIZrrnMcOICnNsY7Q6,2012-03-26 18:17:22,10
cMvEW1y.DLUsMgtP951/f.,M5yottgDvV6O7uMV/uwptE,2012-03-26 17:59:08,93
cMvEW1y.DLUsMgtP951/f.,1R9MiXSGaNsR15QcwDuEUM,2012-03-26 15:30:12,17
cMvEW1y.DLUsMgtP951/f.,0rexesnWHjIUiaVU313mcc,2012-03-26 11:09:34,49
cMvEW1y.DLUsMgtP951/f.,QUmiwFYbgO.ey/GpenbPyQ,2012-03-26 10:57:41,26
cMvEW1y.DLUsMgtP951/f.,SeCFnac.IOgql2hU6i6mP6,2012-03-26 07:47:34,64
cMvEW1y.DLUsMgtP951/f.,9HR1kjoZDiwu6OJk4cRpms,2012-03-26 07:36:23,40
cMvEW1y.DLUsMgtP951/f.,sTy6Tw3TNpcsk2AozhF40s,2012-03-26 19:19:04,36
cMvEW1y.DLUsMgtP951/f.,M5yottgDvV6O7uMV/uwptE,2012-03-26 18:01:11,114
cMvEW1y.DLUsMgtP951/f.,XlTc5LE0RlE8xCMTGfNwME,2012-03-26 18:02:37,11
cMvEW1y.DLUsMgtP951/f.,I5LYyCOjvVkuLSpTi27ly6,2012-03-26 14:12:53,20
cMvEW1y.DLUsMgtP951/f.,sJNuFfrP9O285sgdQcm5P6,2012-03-26 13:25:29,10
cMvEW1y.DLUsMgtP951/f.,sJNuFfrP9O285sgdQcm5P6,2012-03-26 13:23:22,97
cMvEW1y.DLUsMgtP951/f.,sJNuFfrP9O285sgdQcm5P6,2012-03-26 13:22:50,22
cMvEW1y.DLUsMgtP951/f.,eJOoNzTGtJQE8FPnsVPDKs,2012-03-26 11:13:39,16
cMvEW1y.DLUsMgtP951/f.,NrZ.Lmz40KcpUKVq50rvu6,2012-03-26 22:18:53,62
cMvEW1y.DLUsMgtP951/f.,nuh1gReyTSsiPUhOBVXWRA,2012-03-26 22:12:00,66
cMvEW1y.DLUsMgtP951/f.,nuh1gReyTSsiPUhOBVXWRA,2012-03-26 22:08:28,64
cMvEW1y.DLUsMgtP951/f.,mmp22ATcyVIgsUyjxKWy3g,2012-03-26 19:25:42,12
cMvEW1y.DLUsMgtP951/f.,0QzdbmMd7JcvQRfGAYEvNQ,2012-03-26 18:58:24,34
cMvEW1y.DLUsMgtP951/f.,PY34L/oPgiUnhWuQaAmu4Y,2012-03-26 15:44:49,17
cMvEW1y.DLUsMgtP951/f.,LYNdF2I5PgIN7HNDGHWn7M,2012-03-26 13:18:25,10
cMvEW1y.DLUsMgtP951/f.,Mc2szfAweKs97WEtxZmkuw,2012-03-26 12:46:27,104
cMvEW1y.DLUsMgtP951/f.,n6WKSjhPK5QWMQ/le03xfE,2012-03-26 12:19:20,19
cMvEW1y.DLUsMgtP951/f.,dktgjuEUmegt9ugpTmSAso,2012-03-26 10:56:12,11
cMvEW1y.DLUsMgtP951/f.,knX2UgSkmGwzts7szBKjmI,2012-03-26 09:03:17,22
cMvEW1y.DLUsMgtP951/f.,KR1eAg6p2HIojbF7SMS1Lw,2012-03-26 08:34:58,17
cMvEW1y.DLUsMgtP951/f.,KR1eAg6p2HIojbF7SMS1Lw,2012-03-26 08:34:22,18
cMvEW1y.DLUsMgtP951/f.,2Q86PRCMnd.qVMKqx8FdDE,2012-03-26 07:13:12,27
cMvEW1y.DLUsMgtP951/f.,dW//pCzyZLoqmShM3L2LXk,2012-03-26 06:09:35,14
cMvEW1y.DLUsMgtP951/f.,jU3C3k1sVIEh29kK2b.5zs,2012-03-26 18:03:10,14
cMvEW1y.DLUsMgtP951/f.,jU3C3k1sVIEh29kK2b.5zs,2012-03-26 17:58:42,19
cMvEW1y.DLUsMgtP951/f.,C.j6WKZIPoY0BVwPQ2sesk,2012-03-26 14:38:53,22
cMvEW1y.DLUsMgtP951/f.,o4eel1AMd8YpReOh9u3oBA,2012-03-26 14:02:25,78
cMvEW1y.DLUsMgtP951/f.,LJ80D0xA22seDfE4jwlDTE,2012-03-26 11:14:51,34
cMvEW1y.DLUsMgtP951/f.,Wkpf8AgQv5I8r0Rc9JxuHQ,2012-03-26 10:35:09,26
cMvEW1y.DLUsMgtP951/f.,0WC/46aXexwpNUkg.jr./k,2012-03-26 09:26:09,9
cMvEW1y.DLUsMgtP951/f.,J6ZVL.kmOIM0aqnI8LW0h2,2012-03-26 09:17:56,69
cMvEW1y.DLUsMgtP951/f.,QZlSCxnq.Ew2HSFsEZkLq.,2012-03-26 09:08:33,13
cMvEW1y.DLUsMgtP951/f.,NdXQYVMSqd.W/Om/Mo/ulY,2012-03-26 06:01:31,61
cMvEW1y.DLUsMgtP951/f.,wmQ3G95DMUI6kVI5EIDa9A,2012-03-26 20:58:14,12
cMvEW1y.DLUsMgtP951/f.,eJOoNzTGtJQE8FPnsVPDKs,2012-03-26 19:37:14,24
cMvEW1y.DLUsMgtP951/f.,dktgjuEUmegt9ugpTmSAso,2012-03-26 15:49:24,14
cMvEW1y.DLUsMgtP951/f.,tNLEqIeIuCwS69gUK/xckQ,2012-03-26 15:34:27,12
cMvEW1y.DLUsMgtP951/f.,o4eel1AMd8YpReOh9u3oBA,2012-03-26 14:04:52,13
cMvEW1y.DLUsMgtP951/f.,o4eel1AMd8YpReOh9u3oBA,2012-03-26 14:04:29,3
cMvEW1y.DLUsMgtP951/f.,Mc2szfAweKs97WEtxZmkuw,2012-03-26 11:25:16,12
cMvEW1y.DLUsMgtP951/f.,bn.4AqvVu1o.RPjPVSxDzg,2012-03-26 10:28:18,14
cMvEW1y.DLUsMgtP951/f.,jrQOOtXRvc6agpOm62Eu16,2012-03-26 07:15:30,12
cMvEW1y.DLUsMgtP951/f.,4sR4PDqjvPo8ppuZJD778E,2012-03-26 19:48:29,85
cMvEW1y.DLUsMgtP951/f.,EEL9w5fr2d.xu0G0hnqmEY,2012-03-26 19:13:51,13
cMvEW1y.DLUsMgtP951/f.,M5yottgDvV6O7uMV/uwptE,2012-03-26 17:58:46,12
cMvEW1y.DLUsMgtP951/f.,OVZsvKfEfEgHZ55nj/dMwM,2012-03-26 07:40:09,17
cMvEW1y.DLUsMgtP951/f.,c946gMXsoe2dU7sy84pfTs,2012-03-26 19:43:52,15
cMvEW1y.DLUsMgtP951/f.,6EpiV9nDZ9ALtsqdTp0VZo,2012-03-26 17:47:13,99
cMvEW1y.DLUsMgtP951/f.,EjNPxGgRPdEri194LYclGk,2012-03-26 17:46:23,11
cMvEW1y.DLUsMgtP951/f.,7dFOY4QowqkEFV6o2wtPRM,2012-03-26 16:37:41,15
cMvEW1y.DLUsMgtP951/f.,.9Mg3hZKvXIA0RkCOHyrT.,2012-03-26 15:20:14,13
cMvEW1y.DLUsMgtP951/f.,NujGjj.YmyIGzEHJIU8IsY,2012-03-26 12:45:26,133
cMvEW1y.DLUsMgtP951/f.,Np5WD.a8zckF4fP/UZhgEM,2012-03-26 11:40:09,12
cMvEW1y.DLUsMgtP951/f.,539h8UhChBcsmYZ0uT7yNs,2012-03-26 10:43:08,19
cMvEW1y.DLUsMgtP951/f.,O5WscNBimOs98HQ8ljF6Ww,2012-03-26 10:23:06,33
cMvEW1y.DLUsMgtP951/f.,.TFP2.BhgOIzxxaPgEn.a2,2012-03-26 09:55:13,13
cMvEW1y.DLUsMgtP951/f.,EVZC.bg0yWoBKAfMKW6m7E,2012-03-26 17:56:44,12
cMvEW1y.DLUsMgtP951/f.,baV3VSu5P8M/D/OtkG7y96,2012-03-26 15:55:21,39
cMvEW1y.DLUsMgtP951/f.,MQsQQfTxBu2Y3JbvGkwj.6,2012-03-26 15:14:48,19
cMvEW1y.DLUsMgtP951/f.,lFK3CUPtHrc6moK2QC3Wf6,2012-03-26 12:52:23,13
cMvEW1y.DLUsMgtP951/f.,e8r0hGWkLu2QMqVOfvsGY6,2012-03-26 11:53:36,28
cMvEW1y.DLUsMgtP951/f.,XrfYlG55SpEeNQ2Rt5gh7k,2012-03-26 11:34:10,37
cMvEW1y.DLUsMgtP951/f.,XrfYlG55SpEeNQ2Rt5gh7k,2012-03-26 11:33:17,42
cMvEW1y.DLUsMgtP951/f.,KO8EnwYyLxopt2w3p5z9DE,2012-03-26 11:12:09,112
cMvEW1y.DLUsMgtP951/f.,53s.9qCYiugUIC2JnN1vNM,2012-03-26 06:08:41,16
cMvEW1y.DLUsMgtP951/f.,f6FqUbFz.gs6v7pzyAe7m2,2012-03-26 16:31:08,19
cMvEW1y.DLUsMgtP951/f.,f6FqUbFz.gs6v7pzyAe7m2,2012-03-26 16:29:07,47
cMvEW1y.DLUsMgtP951/f.,NksXSYMYVVEM2u/SmqG5N6,2012-03-26 09:58:58,24
cMvEW1y.DLUsMgtP951/f.,xSynz9kMJU6IzVOuprXBng,2012-03-26 07:04:56,10
cMvEW1y.DLUsMgtP951/f.,xSynz9kMJU6IzVOuprXBng,2012-03-26 07:02:23,102
cMvEW1y.DLUsMgtP951/f.,1ucjcgiIH1Qwtyqhh5BW.Q,2012-03-26 20:36:28,13
cMvEW1y.DLUsMgtP951/f.,xqUxwF0f/5YKQEvYd0HgbE,2012-03-26 18:08:53,13
cMvEW1y.DLUsMgtP951/f.,QktW4AbujggYmVEFB65wvM,2012-03-26 17:20:05,15
cMvEW1y.DLUsMgtP951/f.,HOWIUhZGBAsCgQPPhaEdjM,2012-03-26 14:32:12,10
cMvEW1y.DLUsMgtP951/f.,aPdw6T2YwfQ8Jgujdc1Rfo,2012-03-26 12:45:16,29
cMvEW1y.DLUsMgtP951/f.,Q6jbk.CAaGAzkynB12b3Xw,2012-03-26 18:17:40,17
cMvEW1y.DLUsMgtP951/f.,On/FYbXZ57c.30cWkGp1ao,2012-03-26 18:13:08,11
cMvEW1y.DLUsMgtP951/f.,On/FYbXZ57c.30cWkGp1ao,2012-03-26 18:16:28,14
cMvEW1y.DLUsMgtP951/f.,On/FYbXZ57c.30cWkGp1ao,2012-03-26 18:14:57,16
cMvEW1y.DLUsMgtP951/f.,2Ym.O/Z.ePsNREoFDiJwDk,2012-03-26 23:19:52,11
cMvEW1y.DLUsMgtP951/f.,hb31Jz7ccv66EpRV6C5F3M,2012-03-26 19:22:27,139
cMvEW1y.DLUsMgtP951/f.,OtiITQ17bZg88IHcgSdnhA,2012-03-26 18:40:08,11
cMvEW1y.DLUsMgtP951/f.,qN0FZbD91ZUI.Xly9/fm1M,2012-03-26 17:53:07,12
cMvEW1y.DLUsMgtP951/f.,pmkPwvExjcsjeNOURF80cI,2012-03-26 17:08:57,20
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:36:13,90
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:35:54,10
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:35:28,11
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:35:12,10
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:33:26,89
cMvEW1y.DLUsMgtP951/f.,TFPJ3ejwthw5KpZ7dOTbYE,2012-03-26 15:30:59,12
cMvEW1y.DLUsMgtP951/f.,q4QHekVPdfAbudnX4LBd6o,2012-03-26 15:27:52,22
cMvEW1y.DLUsMgtP951/f.,1utPqlSDK3YWUzU/lnwvDc,2012-03-26 13:58:12,11
cMvEW1y.DLUsMgtP951/f.,1utPqlSDK3YWUzU/lnwvDc,2012-03-26 13:57:52,13
cMvEW1y.DLUsMgtP951/f.,6ugEB5YDAnM8sGokKrcxfg,2012-03-26 13:26:27,0
cMvEW1y.DLUsMgtP951/f.,GEUJNTHAfqshqherNYfX6w,2012-03-26 13:25:58,14
cMvEW1y.DLUsMgtP951/f.,6ugEB5YDAnM8sGokKrcxfg,2012-03-26 13:23:59,100
cMvEW1y.DLUsMgtP951/f.,atiILEbexFMEKEtQqawgs6,2012-03-26 12:41:53,16
cMvEW1y.DLUsMgtP951/f.,atiILEbexFMEKEtQqawgs6,2012-03-26 12:39:26,80
cMvEW1y.DLUsMgtP951/f.,o2cMUswB4ls7dTItQQAiMc,2012-03-26 09:30:39,47
cMvEW1y.DLUsMgtP951/f.,2bYyF/qcO1I.WaClomu/Xw,2012-03-26 09:06:29,80
cMvEW1y.DLUsMgtP951/f.,WW3obIHAUvwaBgV.gv8X6Y,2012-03-26 08:12:53,24
cMvEW1y.DLUsMgtP951/f.,DCguUgstrVY1ZJsuSIYYYw,2012-03-26 15:41:56,12
cMvEW1y.DLUsMgtP951/f.,AdYfewhR3EA0VXKonMOykk,2012-03-26 15:12:48,10
cMvEW1y.DLUsMgtP951/f.,dGzrjJ50am.FZrveiVp2BE,2012-03-26 14:18:11,16
cMvEW1y.DLUsMgtP951/f.,dGzrjJ50am.FZrveiVp2BE,2012-03-26 14:05:11,21
cMvEW1y.DLUsMgtP951/f.,AbIMzUvma2sDobseJIvVtE,2012-03-26 13:30:09,12
